"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
10.0702281028393,6.70396983390674,9.12159971310757,7.10249767638743,9.90595860173926,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0
10.1895168958376,7.4566466268152,9.38859741785564,7.80775766354054,6.46924852975644,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1
10.216861508694,9.64343724190257,9.83467185171321,7.14335856726393,9.80969705735333,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
8.72948503847539,8.02041541552171,8.20388259133324,5.11219340958633,7.66430776333436,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
9.89580851182106,5.71327908313833,9.89410437759943,8.46413936000317,7.59731335798278,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0
11.5527904425699,9.87961400067434,7.19199997838587,8.4121208183933,6.56715768855065,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0
10.3889514975189,9.29805479827337,7.54283729474992,7.14340465376154,7.36939428141341,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0
10.2650682996026,6.20792257599533,7.49841852812096,8.75273569021374,8.04011695436202,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1
10.3256698242966,5.9867406252306,9.86449269927107,9.08675981103443,7.53068467718549,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1
10.9083510695654,7.80164947966114,7.45263892458752,6.47199635626748,5.10448201326653,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1
10.0991214959722,6.1362917337101,7.93374627945013,7.07712883013301,5.38969304063357,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
9.79994755236607,8.49531666957773,5.6569115316961,5.37829168490134,5.59702758095227,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1
11.3848838058846,6.88503654906526,5.15273551573046,9.91885035997257,9.22494588652626,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1
9.34880817801552,5.12496080365963,9.22485949122347,8.46252820105292,5.17950664740056,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0
9.50974550396708,7.32281301752664,5.89545048889704,6.14385116612539,7.64036546228454,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0
11.6583838900393,9.87016221974045,6.76768043078482,8.60039163613692,8.3880260202568,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0
10.2953910688046,6.94519870565273,5.78305362374522,8.10122899129055,8.3054281421937,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1
10.5373531208127,6.01438080775551,7.04390028608032,6.44999520736746,5.27341282810085,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
10.079680907648,5.84916287334636,5.76814483618364,6.56840809737332,9.70595108228736,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
10.6002784467118,7.82815143233165,6.68732991325669,7.2791867214255,9.34082331950776,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
10.2032416429377,7.27238401421346,5.53306738613173,8.00777911557816,9.65508607798256,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1
8.44739313497559,6.36038470547646,9.95093419100158,5.63807782484218,8.96506489138119,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1
10.136230007663,6.09232372604311,7.08407072816044,6.38481743400916,5.85079282172956,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0
9.69840625567749,5.03265302977525,6.59951486159116,5.62378237489611,9.5824263652321,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1
10.9152280705539,7.82946257269941,5.22213933174498,9.32529286132194,6.64438872365281,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1
9.90401986915596,8.14352308982052,9.42626551957801,6.84474135166965,7.49707343522459,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0
10.9285923737821,5.70625021122396,9.01557571138255,9.07211308600381,9.72206950886175,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1
11.3253123592934,8.87851656414568,8.58042438630946,7.41773151909001,5.67997308215126,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1
10.646794564603,5.75558830285445,7.56195399328135,8.32383904024027,9.88313479232602,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1
8.57982209724247,6.77306893165223,5.33764157560654,5.06544338189997,7.02731183147989,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
9.77142670479258,7.25516885402612,6.22010249760933,6.6420037636999,9.49139603762887,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0
11.5519076534644,8.7254167359788,8.421714855358,9.1122156905476,5.45552809373476,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1
9.25416041698561,5.79407410114072,5.0128699245397,6.20781305595301,7.6202943327371,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
10.2663761894548,6.11772324540652,9.46999403298832,8.38963494286872,6.73539063427597,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1
10.2781307200066,6.83508058311418,8.64576002932154,5.31735418131575,7.33965972671285,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1
10.1072542290936,5.49451523460448,9.38338957144879,5.54835352348164,6.34562737657689,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1
11.2397107057233,5.41448280331679,7.95083894277923,9.46340219350532,5.92210804694332,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1
9.89310705898321,9.67825813451782,9.73796130158007,5.17241357709281,6.51772897574119,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0
10.2787970784977,9.58417590707541,5.32949857995845,5.78547748154961,7.56140053155832,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
9.77803434654616,6.10202122130431,6.07365575502627,9.99702251167037,9.19871606049128,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1
11.1152089859474,6.47615223308094,8.54713954846375,9.63309509214014,9.26950210821815,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
10.5032048807916,8.06521255988628,6.47916789515875,6.98555137962103,6.29685159190558,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0
9.93531704524749,5.44913262943737,7.57471554563381,8.54730946477503,6.29897817736492,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1
10.0682906376392,6.71112430980429,9.24038431374356,5.77219196246006,7.90656207129359,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0
10.0724679795841,9.05830844771117,9.56583019695245,8.28894031234086,7.6571357040666,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0
9.45791786607178,5.35983281792141,7.0875594613608,6.48391899652779,6.02031859569252,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1
10.3739298114101,8.57146911323071,6.3363758160267,6.6461254528258,8.25320729753003,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1
10.2232807466784,6.84566620271653,9.76742831757292,7.97160509508103,9.37333160894923,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
9.32267101866986,6.15103845717385,8.62975004012696,6.78236146341078,5.96625139005482,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0
10.6936268571556,6.30785953253508,5.57387290871702,8.57975919963792,9.19175951275975,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1
11.4924920764326,6.78467100253329,9.10028784070164,9.08924933406524,7.54691103473306,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1
10.1388219317419,5.16729775583372,7.07980311242864,7.82760572386906,9.6155963325873,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0
10.0601733892286,7.02252830029465,8.96732739638537,6.94844707730226,9.66077098972164,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1
10.3187794444157,5.72069573099725,5.32875199685805,7.65544568421319,6.28860955010168,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1
10.1871016730306,7.6549636782147,8.68005063501187,8.5443149250932,5.95667616464198,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0
11.4215021025603,9.8202937701717,9.87974961986765,8.25409394921735,9.9831796833314,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1
10.2666289307855,6.86479560914449,9.14474323857576,8.93230916582979,9.86805179854855,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1
9.38109975402221,7.79528318555094,8.70187773718499,5.38821000955068,5.5781083740294,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
10.9022976438879,8.82847868953831,5.58865641476586,8.98534624371678,8.28232366591692,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1
11.359647230356,8.79684475017712,9.36692031682469,8.21018963586539,5.31533771776594,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0
10.7189414305438,7.94426544220187,6.23808354022913,8.41491762199439,6.53774881502613,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1
10.7117269522144,9.67777150217444,5.86989645962603,6.07912373146974,6.68058759882115,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1
11.976448506881,9.39937635557726,8.63320642733015,9.5727749785874,5.56599891744554,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1
9.87832125345589,7.14612580486573,7.40314682829194,7.40154738770798,8.79331054282375,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
8.30589865881285,5.10915311751887,5.38600636064075,5.35670352401212,6.0155064961873,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1
11.1551048274065,9.27150735980831,7.67829200252891,7.00626965961419,7.66970046795905,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1
10.1122189290955,5.92740755761042,6.15034864167683,8.93616486107931,8.29464392852969,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
11.7985143702139,8.28533086692914,8.69867117726244,9.80402481625788,7.07017089938745,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0
11.241142358664,7.05137315555476,6.24750232556835,9.97697005630471,9.91991626680829,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0
10.511769298818,8.41964712715708,9.72280687652528,7.00547796557657,9.21254789456725,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1
10.3365878757539,6.8588237662334,7.73587885894813,8.06841158424504,5.91178323724307,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1
10.2102315794767,6.16273039020598,6.99949244502932,9.42674486432225,9.93993544601835,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1
10.2481465429291,5.06980299134739,6.92862324300222,8.77403536695056,8.17532524350099,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1
8.08695490351733,5.32792789512314,9.45247830008157,5.51350108464248,9.89236313616857,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1
8.8537545313843,5.99914087797515,9.22536868019961,5.75264466111548,8.70464773848653,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1
9.47195644703702,7.06876753596589,5.09589934605174,5.29927670606412,7.75001935311593,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1
10.9797421413992,7.61998084606603,5.5328374740202,8.01791662466712,6.20039629400708,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0
9.86195378021917,7.22995894146152,9.21924737747759,7.39212517742999,5.01461729872972,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1
9.93678303245693,6.85715911677107,7.10926034604199,7.47548053506762,9.15201032417826,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
9.40080006061343,9.11363679566421,9.93933061487041,5.32980838906951,8.22673910530284,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0
9.30502735662414,9.22176607768051,8.20160922245122,5.46429734095,5.96771252108738,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1
9.10290590823643,5.33638375345618,6.13051602616906,5.92912041698582,7.63927888358012,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1
9.77678533002319,5.27954726945609,9.33648699312471,5.73177235201001,5.9792044502683,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0
11.6205694972144,5.55046183406375,9.27105392678641,9.71483737928793,6.25937230302952,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1
9.64549625339475,5.47206334187649,7.51022498589009,5.76997057301924,9.68152976711281,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1
9.37015086227352,7.69904686836526,9.25180763704702,6.23391515691765,9.24820009851828,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1
11.0688830674375,9.54866221989505,7.53558953641914,8.02205450483598,6.43058707355522,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
9.07317249459395,6.63565715192817,9.52174484846182,7.40626674727537,8.87144113425165,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0
10.7716181610395,5.71663109003566,6.61897871876135,8.74887262121774,6.10899112070911,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1
11.2715491884293,8.92720151226968,6.92818451789208,9.47216400178149,6.02296539116651,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
11.1381839026655,8.62999246804975,9.56779858563095,9.63593959109858,6.54841011506505,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1
10.310731451507,9.84462418942712,5.12620583409443,5.66391039756127,9.42861410207115,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1
9.40635412996784,9.174664914608,5.10298884357326,6.41560035292059,9.5681291713845,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0
10.8801765632061,9.62534275720827,8.89979129540734,8.10955456690863,5.24516516714357,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
9.59683844898855,7.62758021010086,9.16339685441926,6.84465557802469,7.95906591229141,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0
8.45779637857119,5.69417494582012,5.18054494052194,5.45513770193793,9.71506456495263,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1
10.198502003505,5.30965124838986,6.53142654104158,6.4678564062342,6.79239948745817,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1
11.0814173594677,6.96461555664428,9.54609049367718,6.99872470460832,5.24693021085113,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0
10.4897495946969,7.42946372833103,7.82783419592306,7.98719605081715,6.64169613970444,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1
9.51660677320149,8.11377082718536,6.76988116232678,6.44126636092551,9.3046045047231,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0
10.9489852414279,7.08999557304196,6.3940031977836,9.49670605594292,7.16253237565979,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0
10.1454466504358,9.06381224049255,5.97131360787898,5.42884179274552,5.67282169940881,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1
11.5939374812471,8.18734304746613,8.82449201541021,9.68498043366708,6.82180068106391,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1
11.0669515116248,7.60083752451465,6.06988334329799,8.87657574610785,6.63578912382945,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1
8.77848829546788,9.45663791382685,5.68928967346437,6.39170779613778,5.67533639259636,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1
11.1196719995828,8.67533073411323,6.33265091455542,8.08403068338521,5.86840530741028,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0
11.3315203756757,9.76932142744772,6.34832435753196,7.74552979390137,5.85657330811955,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1
9.34951674181863,5.44640214531682,9.3610725668259,6.8116877914872,8.06667889701203,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0
9.87120452735056,7.58131203125231,5.91988465050235,7.63311485643499,9.60454979096539,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1
9.76974911912393,9.26764017902315,8.45923786400817,5.36733438028023,5.3699216095265,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0
9.91680438829242,7.29297250043601,9.19182102079503,7.72206425201148,7.70900708273984,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0
8.46165940446748,6.81846193037927,9.01843653526157,5.52373519982211,5.03807981847785,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
9.66230103330651,5.07585012121126,8.41585119254887,5.14021424925886,7.71961616352201,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1
10.9377533392438,9.84089002478868,5.21254244376905,9.79303335421719,7.88928802241571,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
9.82005286605143,9.17255250387825,6.07291221618652,6.11861722660251,6.13814258133061,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1
11.4479942810723,9.78075947030447,5.75196254765615,8.39532188838348,6.55446436139755,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0
11.5406474399719,7.09162262850441,8.10519529739395,9.07223405898549,8.80332791712135,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1
10.9226598661707,5.55692961905152,6.58164550201036,8.84434785926715,5.73779543512501,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0
8.82254739032323,6.63857003557496,5.87130056926981,5.1533060753718,6.40491662546992,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1
10.5625389091281,8.12427680240944,5.75313607580028,5.8532329427544,9.11888735718094,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
10.0799109988893,8.25269610271789,9.05784123111516,7.60783017147332,6.4636044355575,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0
9.5507989391963,6.97521378402598,5.42007021722384,6.6382852406241,6.57922980026342,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1
9.46800200503428,8.15029602381401,6.08070153510198,5.30483182519674,9.63947675656527,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1
10.3521377138009,6.35265372111462,5.97831054241396,7.99861815059558,6.57104631885886,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1
11.3188952169048,9.55837217741646,9.92604068480432,6.9357058906462,7.10676951683126,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1
11.3556514906814,9.32147744228132,7.80768252443522,8.54213133919984,5.87663593003526,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1
11.4605229855087,9.53297648811713,8.25807120418176,8.52895498042926,8.91298823407851,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1
11.2105299105039,7.48325970373116,6.22154762968421,7.58193562622182,8.98923804052174,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
10.8904429450391,7.86471647210419,9.32978715049103,7.94074063072912,8.662848592503,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
9.78117250851047,8.32366958027706,6.96708194329403,6.01181645295583,9.18727553449571,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
10.2424481107161,6.35763298836537,5.13147137244232,8.42676524189301,6.66804050677456,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0
10.4186743101666,8.12985985307023,7.97722613904625,7.66763823339716,8.1081208458636,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0
10.9434610569079,6.81556163821369,6.50191191351041,9.83669967623428,6.90790708176792,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
9.84778981990449,5.84343027090654,7.6109755563084,6.65952093782835,8.51861676899716,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0
9.37060924161965,6.39796521398239,8.29160520690493,6.49494478944689,8.03734737448394,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
9.62214077847706,6.67277324711904,9.03126698103733,6.23907863395289,8.8505176268518,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0
10.4389258010747,9.65627963189036,9.28614545962773,5.65234610694461,8.01287447335199,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1
10.941333302254,8.7216019956395,5.62402050127275,9.7377764666453,7.31964317848906,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0
11.3603392474541,9.11647893604822,7.46316626667976,9.4222284166608,7.7209966792725,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1
9.86397284627181,6.44201484508812,9.95376948034391,8.25448801857419,7.76597325922921,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
9.10066683893219,6.59587558009662,5.47619138262235,6.79741917876527,7.01202980824746,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1
10.9442696305594,8.72487184591591,7.98899199115112,9.8206176632084,8.58945496962406,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0
11.9257775353285,9.2387369775679,9.97308821999468,9.30293931043707,7.26542361895554,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
10.0987392294982,8.93133120960556,8.62536504049785,7.27272740914486,9.76032654754817,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
12.7040169068554,9.93542641284876,9.59256243309937,9.57677195430733,6.57957830349915,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1
