"ID","IV"
137,NA
44,4.86255936798029
327,1.54539076391401
402,3.86163975416534
113,7.27563693293366
318,4.50743059604525
494,9.91199942310588
413,8.99201315028681
296,NA
481,7.5428645038295
304,5.88370006758246
173,3.30764092714965
186,4.84196133316096
437,3.20938021830856
205,6.71305188800095
128,4.99993868015531
34,NA
198,4.41985704484373
161,5.0357848573363
190,NA
157,0.476025080795104
202,6.94949067551078
51,4.08143341038958
220,3.49767188535903
292,6.07945286881464
308,NA
312,7.28568188284531
32,3.04848477664097
411,4.1937082510765
163,5.39981541142858
469,6.09162985729532
306,NA
264,2.89397145112322
435,1.95490161001964
214,7.03023383006858
475,11.319593407674
21,3.56866235625437
429,NA
483,6.33048760613239
52,5.94714100037391
13,3.45414869550877
58,3.21001828895864
276,7.91938391602494
181,3.44713174694235
55,6.15442321831798
392,0.0298088107925452
225,4.96920347494685
343,6.91648727351887
451,3.71015249005423
412,1.23564154209534
346,5.1782929261567
347,2.6804235623261
295,2.33728739335483
37,5.55190615832141
476,NA
405,5.21360602000673
477,NA
12,9.82404075128561
10,3.73184231770822
7,5.22147799051542
164,2.49640549178146
506,3.95677054653904
371,4.45687436053715
124,4.98733399206985
436,5.53562933496363
185,NA
444,7.84553652179479
410,3.25894814046233
338,6.39144106916062
252,4.02895572687992
393,5.93867256170708
505,5.74096317524719
208,5.90146588460216
447,7.54037122841396
97,5.09890421772458
321,3.2946697045192
78,NA
485,2.3562420941887
332,8.09043556506635
360,1.01103538579437
4,8.50254328596743
502,0.648787188173269
75,3.37667771066502
11,5.02974866918582
470,5.15251475546689
53,3.81599839953819
326,3.51257777896023
291,6.4001517097403
488,2.74012198944079
279,2.93777939156899
42,NA
356,NA
450,4.27438360072253
149,4.96261365261789
384,NA
48,5.89538577113493
365,5.18919696310387
183,6.0636844344143
280,6.9411385044662
114,2.82118002334035
71,5.81996073518057
155,4.57772650400428
369,6.59598073316777
176,6.00543534112237
211,3.3008052680036
426,6.24649581409411
129,1.79047724608314
41,8.48033377435515
222,5.26734166197749
135,4.37982422433688
182,3.91983759549575
50,2.97868635447272
180,NA
57,4.37884404503212
148,1.18671224733958
118,8.65229967830065
487,4.20677273278493
145,5.32785066223058
26,3.60926115832275
150,3.15960008224218
29,6.90837862359135
27,7.6247866768526
342,4.78426889918304
320,2.43268677880688
430,4.93128522583774
289,4.72827344734597
70,4.93165230334583
323,4.22138727826032
130,6.30499010622683
177,5.72017953761533
109,7.44171185231364
38,3.03265337318422
425,8.68668327264599
245,2.99464452636261
253,NA
265,3.52921623553367
275,1.40120974267782
131,4.17671083104714
88,6.94479832878981
433,1.71888931007835
240,6.13805756605264
423,5.00549884017141
345,3.48874054840141
217,NA
43,5.69127449346846
504,4.44564242524341
396,7.04052067467902
201,4.7017465036787
168,7.45807822080324
366,7.81122753893639
66,NA
420,3.85291154529794
403,4.32384895162618
378,2.13053350545955
290,6.33040056335914
125,0.0799256080523856
501,2.76341558791623
339,4.6375945373456
123,7.04918635717497
496,5.16597400052597
417,NA
294,6.09002655989956
416,5.70736545867222
213,3.73670371350575
248,3.83382978092719
18,3.14322427776536
329,5.25358298362297
158,2.00090888842019
443,5.06066747780754
354,7.21726403041803
192,6.87563547440787
385,NA
174,NA
463,4.57955977398758
